typeIndex,namespace,typeName,fullName,fieldStart,fieldCount,methodStart,methodCount,fields,methods,flags,bitfield,token,metadataConfidence,evidence
1619,System.Collections.Generic,Dictionary`2,System.Collections.Generic.Dictionary`2,6856,14,12958,54,_buckets;_entries;_count;_freeList;_freeCount;_version;_comparer;_keys;_values;_syncRoot;VersionName;HashSizeName;KeyValuePairsName;ComparerName,".ctor;.ctor;.ctor;.ctor;.ctor;.ctor;.ctor;get_Comparer;get_Count;get_Keys;System.Collections.Generic.IDictionary<TKey,TValue>.get_Keys;System.Collections.Generic.IReadOnlyDictionary<TKey,TValue>.get_Keys;get_Values;System.Collections.Generic.IDictionary<TKey,TValue>.get_Values;System.Collections.Generic.IReadOnlyDictionary<TKey,TValue>.get_Values;get_Item;set_Item;Add;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.Add;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.Contains;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.Remove;Clear;ContainsKey;ContainsValue;CopyTo;GetEnumerator;System.Collections.Generic.IEnumerable<System.Collections.Generic.KeyValuePair<TKey,TValue>>.GetEnumerator;GetObjectData;FindEntry;Initialize;TryInsert;OnDeserialization;Resize;Resize;Remove;TryGetValue;TryAdd;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.get_IsReadOnly;System.Collections.Generic.ICollection<System.Collections.Generic.KeyValuePair<TKey,TValue>>.CopyTo;System.Collections.ICollection.CopyTo;System.Collections.IEnumerable.GetEnumerator;System.Collections.ICollection.get_IsSynchronized;System.Collections.ICollection.get_SyncRoot;System.Collections.IDictionary.get_IsFixedSize;System.Collections.IDictionary.get_IsReadOnly;System.Collections.IDictionary.get_Keys;System.Collections.IDictionary.get_Values;System.Collections.IDictionary.get_Item;System.Collections.IDictionary.set_Item;IsCompatibleKey;System.Collections.IDictionary.Add;System.Collections.IDictionary.Contains;System.Collections.IDictionary.GetEnumerator;System.Collections.IDictionary.Remove",1056769,3072,33556046,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1620,System.Collections.Generic,ICollection`1,System.Collections.Generic.ICollection`1,4294967295,0,13061,7,,get_Count;get_IsReadOnly;Add;Clear;Contains;CopyTo;Remove,161,3072,33556053,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1621,System.Collections.Generic,ICollectionDebugView`1,System.Collections.Generic.ICollectionDebugView`1,4294967295,0,4294967295,0,,,1048832,3072,33556054,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1622,System.Collections.Generic,IComparer`1,System.Collections.Generic.IComparer`1,4294967295,0,13068,1,,Compare,161,3072,33556055,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1623,System.Collections.Generic,IDictionary`2,System.Collections.Generic.IDictionary`2,4294967295,0,13069,8,,get_Item;set_Item;get_Keys;get_Values;ContainsKey;Add;Remove;TryGetValue,161,3072,33556056,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1624,System.Collections.Generic,IDictionaryDebugView`2,System.Collections.Generic.IDictionaryDebugView`2,4294967295,0,4294967295,0,,,1048832,3072,33556057,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1625,System.Collections.Generic,DictionaryKeyCollectionDebugView`2,System.Collections.Generic.DictionaryKeyCollectionDebugView`2,4294967295,0,4294967295,0,,,1048832,3072,33556058,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1626,System.Collections.Generic,DictionaryValueCollectionDebugView`2,System.Collections.Generic.DictionaryValueCollectionDebugView`2,4294967295,0,4294967295,0,,,1048832,3072,33556059,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1627,System.Collections.Generic,IEnumerable`1,System.Collections.Generic.IEnumerable`1,4294967295,0,13077,1,,GetEnumerator,161,3072,33556060,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1628,System.Collections.Generic,IEnumerator`1,System.Collections.Generic.IEnumerator`1,4294967295,0,13078,1,,get_Current,161,3072,33556061,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1629,System.Collections.Generic,IEqualityComparer`1,System.Collections.Generic.IEqualityComparer`1,4294967295,0,13079,2,,Equals;GetHashCode,161,3072,33556062,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1630,System.Collections.Generic,IList`1,System.Collections.Generic.IList`1,4294967295,0,13081,5,,get_Item;set_Item;IndexOf;Insert;RemoveAt,161,3072,33556063,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1631,System.Collections.Generic,IReadOnlyCollection`1,System.Collections.Generic.IReadOnlyCollection`1,4294967295,0,13086,1,,get_Count,161,3072,33556064,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1632,System.Collections.Generic,IReadOnlyDictionary`2,System.Collections.Generic.IReadOnlyDictionary`2,4294967295,0,13087,5,,ContainsKey;TryGetValue;get_Item;get_Keys;get_Values,161,3072,33556065,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1633,System.Collections.Generic,IReadOnlyList`1,System.Collections.Generic.IReadOnlyList`1,4294967295,0,13092,1,,get_Item,161,3072,33556066,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1634,System.Collections.Generic,KeyNotFoundException,System.Collections.Generic.KeyNotFoundException,4294967295,0,13093,3,,.ctor;.ctor;.ctor,1056769,3072,33556067,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1635,System.Collections.Generic,KeyValuePair,System.Collections.Generic.KeyValuePair,4294967295,0,13096,1,,PairToString,1048961,3072,33556068,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1636,System.Collections.Generic,KeyValuePair`2,System.Collections.Generic.KeyValuePair`2,6889,2,13097,4,key;value,.ctor;get_Key;get_Value;ToString,1057033,3073,33556069,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1638,System.Collections.Generic,List`1,System.Collections.Generic.List`1,6891,6,13101,61,DefaultCapacity;_items;_size;_version;_syncRoot;s_emptyArray,.ctor;.ctor;.ctor;get_Capacity;set_Capacity;get_Count;System.Collections.IList.get_IsFixedSize;System.Collections.Generic.ICollection<T>.get_IsReadOnly;System.Collections.IList.get_IsReadOnly;System.Collections.ICollection.get_IsSynchronized;System.Collections.ICollection.get_SyncRoot;get_Item;set_Item;IsCompatibleObject;System.Collections.IList.get_Item;System.Collections.IList.set_Item;Add;AddWithResize;System.Collections.IList.Add;AddRange;AsReadOnly;BinarySearch;BinarySearch;BinarySearch;Clear;Contains;System.Collections.IList.Contains;CopyTo;System.Collections.ICollection.CopyTo;CopyTo;EnsureCapacity;Find;FindAll;FindIndex;FindIndex;FindLastIndex;FindLastIndex;ForEach;GetEnumerator;System.Collections.Generic.IEnumerable<T>.GetEnumerator;System.Collections.IEnumerable.GetEnumerator;IndexOf;System.Collections.IList.IndexOf;Insert;System.Collections.IList.Insert;InsertRange;Remove;System.Collections.IList.Remove;RemoveAll;RemoveAt;RemoveRange;Reverse;Reverse;Sort;Sort;Sort;Sort;ToArray;TrimExcess;AddEnumerable;.cctor,1056769,3080,33556070,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1639,System.Collections.Generic,ValueListBuilder`1,System.Collections.Generic.ValueListBuilder`1,6901,3,13169,6,_span;_arrayFromPool;_pos,.ctor;get_Length;Append;AsSpan;Dispose;Grow,1048840,68609,33556072,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1640,System.Collections.Generic,ArrayBuilder`1,System.Collections.Generic.ArrayBuilder`1,6904,2,13175,6,_array;_count,get_Capacity;get_Count;get_Item;Add;UncheckedAdd;EnsureCapacity,1048840,3073,33556073,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1641,System.Collections.Generic,EnumerableHelpers,System.Collections.Generic.EnumerableHelpers,4294967295,0,13181,1,,ToArray,1048960,3072,33556074,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1642,System.Collections.Generic,LargeArrayBuilder`1,System.Collections.Generic.LargeArrayBuilder`1,6906,6,13182,9,_maxCapacity;_first;_buffers;_current;_index;_count,.ctor;.ctor;AddRange;AddWithBufferAllocation;CopyTo;GetBuffer;ToArray;TryMove;AllocateBuffer,1048840,3073,33556075,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1645,System.Collections.Generic,LowLevelDictionary`2,System.Collections.Generic.LowLevelDictionary`2,6912,4,13191,9,_buckets;_numEntries;_version;_comparer,.ctor;.ctor;set_Item;Clear;Remove;Find;UncheckedAdd;ExpandBuckets;GetBucket,1048576,3072,33556076,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1646,System.Collections.Generic,CollectionExtensions,System.Collections.Generic.CollectionExtensions,4294967295,0,13204,2,,GetValueOrDefault;GetValueOrDefault,1048961,3072,33556079,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1648,System.Collections.Generic,Queue`1,System.Collections.Generic.Queue`1,6919,8,13206,18,_array;_head;_tail;_size;_version;_syncRoot;MinimumGrow;GrowFactor,.ctor;.ctor;get_Count;System.Collections.ICollection.get_IsSynchronized;System.Collections.ICollection.get_SyncRoot;Clear;System.Collections.ICollection.CopyTo;Enqueue;GetEnumerator;System.Collections.Generic.IEnumerable<T>.GetEnumerator;System.Collections.IEnumerable.GetEnumerator;Dequeue;Peek;Contains;ToArray;SetCapacity;MoveNext;ThrowForEmptyQueue,1056769,3072,33556080,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1649,System.Collections.Generic,QueueDebugView`1,System.Collections.Generic.QueueDebugView`1,4294967295,0,4294967295,0,,,1048832,3072,33556082,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1651,System.Collections.Generic,Stack`1,System.Collections.Generic.Stack`1,6931,5,13231,16,_array;_size;_version;_syncRoot;DefaultCapacity,.ctor;.ctor;get_Count;System.Collections.ICollection.get_IsSynchronized;System.Collections.ICollection.get_SyncRoot;Clear;Contains;System.Collections.ICollection.CopyTo;GetEnumerator;System.Collections.Generic.IEnumerable<T>.GetEnumerator;System.Collections.IEnumerable.GetEnumerator;Peek;Pop;Push;PushWithResize;ThrowForEmptyStack,1056769,3072,33556083,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1652,System.Collections.Generic,StackDebugView`1,System.Collections.Generic.StackDebugView`1,4294967295,0,4294967295,0,,,1048832,3072,33556085,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1653,System.Collections.Generic,CollectionDebugView`1,System.Collections.Generic.CollectionDebugView`1,4294967295,0,4294967295,0,,,1048832,3072,33556086,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1654,System.Collections.Generic,DictionaryDebugView`2,System.Collections.Generic.DictionaryDebugView`2,4294967295,0,4294967295,0,,,1048832,3072,33556087,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1655,System.Collections.Generic,LowLevelList`1,System.Collections.Generic.LowLevelList`1,6940,5,13254,20,_defaultCapacity;_items;_size;_version;s_emptyArray,.ctor;.ctor;get_Capacity;set_Capacity;get_Count;get_Item;set_Item;Add;EnsureCapacity;AddRange;Clear;Contains;CopyTo;IndexOf;Insert;InsertRange;Remove;RemoveAll;RemoveAt;.cctor,1048576,3080,33556088,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1657,System.Collections.Generic,LowLevelListWithIList`1,System.Collections.Generic.LowLevelListWithIList`1,4294967295,0,13274,5,,.ctor;.ctor;System.Collections.Generic.ICollection<T>.get_IsReadOnly;System.Collections.Generic.IEnumerable<T>.GetEnumerator;System.Collections.IEnumerable.GetEnumerator,1048832,3072,33556089,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1658,System.Collections.Generic,IntrospectiveSortUtilities,System.Collections.Generic.IntrospectiveSortUtilities,4294967295,0,13286,2,,FloorLog2PlusOne;ThrowOrIgnoreBadComparer,1048960,3072,33556091,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1659,System.Collections.Generic,ArraySortHelper`1,System.Collections.Generic.ArraySortHelper`1,6949,1,13288,15,s_defaultArraySortHelper,Sort;BinarySearch;Sort;InternalBinarySearch;SwapIfGreater;Swap;IntrospectiveSort;IntroSort;PickPivotAndPartition;Heapsort;DownHeap;InsertionSort;get_Default;.ctor;.cctor,1048576,3080,33556092,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1660,System.Collections.Generic,ArraySortHelper`2,System.Collections.Generic.ArraySortHelper`2,6950,1,13303,12,s_defaultArraySortHelper,Sort;SwapIfGreaterWithItems;Swap;IntrospectiveSort;IntroSort;PickPivotAndPartition;Heapsort;DownHeap;InsertionSort;get_Default;.ctor;.cctor,1048576,3080,33556093,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1661,System.Collections.Generic,Comparer`1,System.Collections.Generic.Comparer`1,6951,1,13315,5,defaultComparer,get_Default;CreateComparer;Compare;System.Collections.IComparer.Compare;.ctor,1056897,3072,33556094,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1662,System.Collections.Generic,GenericComparer`1,System.Collections.Generic.GenericComparer`1,4294967295,0,13320,4,,Compare;Equals;GetHashCode;.ctor,1056768,3072,33556095,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1663,System.Collections.Generic,NullableComparer`1,System.Collections.Generic.NullableComparer`1,4294967295,0,13324,4,,Compare;Equals;GetHashCode;.ctor,1056768,3072,33556096,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1664,System.Collections.Generic,ObjectComparer`1,System.Collections.Generic.ObjectComparer`1,4294967295,0,13328,4,,Compare;Equals;GetHashCode;.ctor,1056768,3072,33556097,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1665,System.Collections.Generic,EqualityComparer`1,System.Collections.Generic.EqualityComparer`1,6952,1,13332,9,defaultComparer,get_Default;CreateComparer;Equals;GetHashCode;IndexOf;LastIndexOf;System.Collections.IEqualityComparer.GetHashCode;System.Collections.IEqualityComparer.Equals;.ctor,1056897,3072,33556098,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1666,System.Collections.Generic,GenericEqualityComparer`1,System.Collections.Generic.GenericEqualityComparer`1,4294967295,0,13341,7,,Equals;GetHashCode;IndexOf;LastIndexOf;Equals;GetHashCode;.ctor,1056768,3072,33556099,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1667,System.Collections.Generic,NullableEqualityComparer`1,System.Collections.Generic.NullableEqualityComparer`1,4294967295,0,13348,7,,Equals;GetHashCode;IndexOf;LastIndexOf;Equals;GetHashCode;.ctor,1056768,3072,33556100,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1668,System.Collections.Generic,ObjectEqualityComparer`1,System.Collections.Generic.ObjectEqualityComparer`1,4294967295,0,13355,7,,Equals;GetHashCode;IndexOf;LastIndexOf;Equals;GetHashCode;.ctor,1056768,3072,33556101,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1669,System.Collections.Generic,ByteEqualityComparer,System.Collections.Generic.ByteEqualityComparer,4294967295,0,13362,7,,Equals;GetHashCode;IndexOf;LastIndexOf;Equals;GetHashCode;.ctor,1056768,3072,33556102,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1670,System.Collections.Generic,EnumEqualityComparer`1,System.Collections.Generic.EnumEqualityComparer`1,4294967295,0,13369,7,,Equals;GetHashCode;.ctor;.ctor;GetObjectData;Equals;GetHashCode,1056768,3072,33556103,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1671,System.Collections.Generic,SByteEnumEqualityComparer`1,System.Collections.Generic.SByteEnumEqualityComparer`1,4294967295,0,13376,3,,.ctor;.ctor;GetHashCode,1057024,3072,33556104,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1672,System.Collections.Generic,ShortEnumEqualityComparer`1,System.Collections.Generic.ShortEnumEqualityComparer`1,4294967295,0,13379,3,,.ctor;.ctor;GetHashCode,1057024,3072,33556105,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1673,System.Collections.Generic,LongEnumEqualityComparer`1,System.Collections.Generic.LongEnumEqualityComparer`1,4294967295,0,13382,7,,Equals;GetHashCode;Equals;GetHashCode;.ctor;.ctor;GetObjectData,1057024,3072,33556106,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1674,System.Collections.Generic,InternalStringComparer,System.Collections.Generic.InternalStringComparer,4294967295,0,13389,4,,GetHashCode;Equals;IndexOf;.ctor,1057024,3072,33556107,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1759,UnityEngine.Yoga,YogaLogLevel,UnityEngine.Yoga.YogaLogLevel,7137,7,4294967295,0,value__;Error;Warn;Info;Debug;Verbose;Fatal,,256,3091,33554446,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1792,UnityEngine.UIElements,CollectionViewController,UnityEngine.UIElements.CollectionViewController,7260,4,13841,27,m_View;m_ItemsSource;itemsSourceChanged;itemIndexChanged,add_itemsSourceChanged;remove_itemsSourceChanged;add_itemIndexChanged;remove_itemIndexChanged;get_itemsSource;set_itemsSource;SetItemsSourceWithoutNotify;get_view;SetView;PrepareView;Dispose;GetItemsCount;GetItemsMinCount;GetIndexForId;GetIdForIndex;GetItemForIndex;InvokeMakeItem;InvokeBindItem;InvokeUnbindItem;InvokeDestroyItem;MakeItem;BindItem;UnbindItem;DestroyItem;RaiseItemsSourceChanged;RaiseItemIndexChanged;.ctor,1048705,3072,33554479,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1802,UnityEngine.UIElements,CollectionVirtualizationController,UnityEngine.UIElements.CollectionVirtualizationController,7286,1,13952,17,m_ScrollView,get_firstVisibleIndex;set_firstVisibleIndex;get_visibleItemCount;.ctor;Refresh;ScrollToItem;Resize;OnScroll;GetIndexFromPosition;GetExpectedItemHeight;GetExpectedContentHeight;OnFocus;OnBlur;UpdateBackground;get_activeItems;StartDragItem;EndDrag,1048704,3072,33554489,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
1808,UnityEngine.UIElements,ReusableCollectionItem,UnityEngine.UIElements.ReusableCollectionItem,7318,8,14026,23,<bindableElement>k__BackingField;<animator>k__BackingField;<index>k__BackingField;<id>k__BackingField;<isDragGhost>k__BackingField;onGeometryChanged;m_GeometryChangedEventCallback;onDestroy,get_rootElement;get_bindableElement;set_bindableElement;get_animator;set_animator;get_index;set_index;get_id;set_id;get_isDragGhost;set_isDragGhost;add_onGeometryChanged;remove_onGeometryChanged;add_onDestroy;remove_onDestroy;.ctor;Init;PreAttachElement;DetachElement;DestroyElement;SetSelected;SetDragGhost;OnGeometryChanged,1048576,3072,33554495,high,assets/bin/Data/Managed/Metadata/global-metadata.dat; Il2CppTypeDefinition v31 table
